lyric,class
We tryna see a hunnit bands in our face,0
"That tongue so fire, fire (Woo)",0
In case it is the last time that we might,1
And I stay to myself 'cause I never liked these hoes (Yeah),0
"I'm the bad guy, duh",1
"Wet, wet, wet, wet",0
"Anybody wanna hear me rap? ""No""",0
"Boy, make me believe",1
Time flies by in the yellow and green,1
"Skin as cool as Steve McQueen, let me be your killer king",1
"I feel like n****s got static, it must be the Patek",0
"In the middle of the party, b****, get off me (godd***)",1
We play with our money and not with our nose,0
Can't stop you leaving,1
"You mad, n****, your adrenaline rushin', it feel like a bus, but I'm whippin' the Wraith",0
"Bro got the Henny and I got a blunt, f*** around, throw a band when I burn up (Ayy)",0
I don't have no time for no misunderstandings again,0
"And we're right there, right there",1
That built over the years from my abandoned adolescence,0
"Back it up, back it up (back it up, back it up)",0
"You can't make me cum, then you can't come back (Don't come back)",0
"Then leave us alone, cause we don't need your policies",1
"Get high, touch the sky",0
"Tricked ya; haters, go away before I hit ya",0
Don't call me up,1
"No, you not fighting alone 'cause I'm protectin' you from 'em, so chill",0
f*** n**** came in his house (Woah),0
She almost made me think that all she want is me (Yeah),0
Seem like everybody calling 'cause they want me on their song,0
"Probably don't call, I'ma text (Probably don't call, I'ma text)",0
But don't you know that the devil is a liar? (I know),0
Codeine got a n**** snoring,0
And tell me how much they hate it when they apart from me,0
It kills me how your mind can make you feel so worthless,1
"I was down bad on my d***, where was you n****s at?",0
"Got some little homies, got some prodigies",0
"Down, down, down, down, down (I'm dreamin', I'm dreamin', I'm dreamin')",1
"She always be talking like she know, know, know",0
"Oh, so close, ooh",1
"Yeah, and comfortable I sit",0
Whole lotta secrets friends don't keep safe,0
"Beauty and the beast, pretty girl with a gangster",0
"Brought the strap, I'm playin' give 'n' go",0
You tellin' me that you want thug love,0
"Throwin' money, beat the pockets, got heavy knots",0
If I get to play with that kitty,0
"We ain't playin', no pretendo",0
Your heart got a story with mine,1
"I hate you, I love you",1
"Okay, say again it (f*** that)",0
"Oh, would you love me less? No, no, no, no, no, no, no, no, no",1
"'Cause I done sold over a million pies, yeah, yeah",0
"f*** the media, I'm goin' all out, this is war",0
"I'm controlling my mind, the days are warm",0
"Can't give up, won't give in, find the strength from within",1
So she gets a chip on her shoulder,0
What have you done for yourself?,0
Now we at the same house party (Ayy),1
"Down, down, down, down, down",1
My diamonds dance like parade (Parade),0
"Jesus, please forgive",0
Flawless never had to sin to be my leader,1
"Yeah, I was that lil' n**** that could take a b**** from his big homie",0
"If you could begin to come with me for a minute, yeah",1
"Alright, alright",1
"I'm on some pimp s***, ayy",0
Modern loneliness,1
Murda on the beat so it's not nice,0
Bag full of bricks,0
Let's do this right,1
Underneath the sunrise (Ooh),1
"Came through drippin' (drip, drip)",0
Cause you spent every paycheck,1
"Enemies, yeah, it's so sad",0
"That's on me, baby, yeah, that's on me, baby, yeah",0
"Okay, I pull up (Okay, I pull up), hop out at the after party",0
Gimme that can't sleep love,1
Runnin' with the wrong crowd on the wrong nights,1
I don't know why you're dancing in my mind (Yeah),1
If I couldn't be strong,1
Made her get down on the bottom and she top me (Let's go),0
I put on for Atlanta like Deion,0
"f*** that, I'm here, baby, just because (Yeah, yeah)",0
I could not enter,1
"Yeah, so much check but I get more bucks (Woah)",0
Ela acha que somos Bonnie e Clyde,0
Back and forth to Italy,0
"I like movin' in silence, don't bother nobody",0
We ain't stressin' 'bout the loot (Yeah),0
Just let me adore you,1
I'll be waiting in the car right around the block,1
"No, I don't know nothin' 'bout dozin', no, I don't sleep, baby",0
"I've been pop, whippin,' wrist is on another rhythm",0
"Bad b****es only, bad b****es on me (Woo)",0
All of my demons invadin',0
"Like I went blind, dog, you gotta hand it to me",0
"b****, you dumb as f***",0
"Grrt (Grrt), baow, baow, baow, baow, baow",0
"No, I don't got provolone",0
"Deep pockets on a n****, I can't find my phone in",0
"You drove a n**** crazy, but I drove back",0
Pop a n**** then I go out my way (Skrrt),0
Feeling fake now like somebody found me out,1
Lo que no saben es que no te dejas llevar de cualquiera,1
I know I can treat you better,1
"I've been perfect, you're a goddess, no sarcasm at all",1
"All of the mistakes I made, I made, I made, I made",1
"Automatic (Auto), automatics, in the trunk",0
"In '03, they told me not to drive",0
"Last night, we met at one",1
"Mustard on the beat, ho!",1
I just wanna take the time,1
"Stop right now, you in danger",0
I know what they want,1
Mouth still say what it wants to (Woo),0
And my heart don't understand it,1
I took that Maybach where the J's at,0
"Straight off the rip, you know I don't wait for the drop (Off the rip)",0
I don't know if I could ever go without,1
I don't really think they understand,0
And she ain't messin' with no other man,1
Pointing nasty fingers and making fun,1
Tell J.K. that I'm still rollin',1
"f*** the world, we just gon' keep getting rich, you know?",0
Try again another day,1
My young n**** ballin' like Giannis,0
"Paranoia, what did I do wrong this time?",0
"And you showin' off, but it's alright",0
Let's lose our minds and go f***ing crazy,1
"Know a young n****, he actin' so crazy",0
And I'm also walkin' with my side h*,0
"2 Milly, Milly Rock (Remix)",1
"We play dumb, but we know exactly what we're doing",1
The things that change us if we notice,1
"Ayy, ayy, feed me grapes, Maybach with the drake (Grapes)",0
They know it all,1
"Treatin' these Diors like it's just old Vans, yeah, yeah",0
'Cause I bring guns to fights (Boom),0
End up playing Sudoku all the way in Mercury,0
"I just want the dinero, dinero",1
"I was born for this, born for this",0
"f*** integrity, f*** your pedigree, f*** your feelings, f*** your culture",0
Cause we've no time for getting old,1
I'm tryna get revenge,0
"I told my .38, ""I love you""",0
"Why's it so, so easy when the night's ours?",1
"Boy, don't pretend that you don't love the pain",1
Everybody who left took a part of me,0
"That's the real, on the real, are you serious?",1
"Give him some a**, I'm gettin' some Raf",0
But have you ever thought about your impact?,0
Yadadadadadadada,0
Goin' nuts (Yeah),0
"Yo quiero una gringa, una hoe a** b****",0
I mean I like your style,1
"Yeah, I heard you said I ain't the type for you",0
With choppers and Harley's and s*** (for real),0
"That's my word, get up in they face",0
Knock me down nine times but I get up ten (woo),0
"Don't throw me up, lay your hands on me",0
Tell me what you see,1
Get to rubbin' on my lamp,0
"Tom Cruise, I'ma make her see, she snort a mountain",0
Cut throat like Pablo (Cut throat),0
Iconic duos rip and split at the seams,0
"Boy, ya know that you always do it right",1
"I got seven b****es with me, Kaepernick",0
"Got spiteful ways, never seen it coming like a tidal wave",0
"We just lookin' for the casserole, n****",0
And you're not here to get me through it all,1
"Yeah, yeah (Yeah)",0
I woke up thinkin' 'bout bands (bands),0
Just to find out you really love someone,1
Don't say I can't go with other boys,1
Only held me down when you wanted me to drown,0
I swear I'm a stunner like Steve Austin,0
"Got gas in the tank, cash in the bank",1
"You've been testing my faith and my patience, yeah",1
I got a brand new Draco with me,0
"I ain't get to roll no weed, I ain't get to roll no Swishers",0
"Thank you, next",1
"Got some more millis, I keep me a knot",0
Don't stop until the morning,1
Hit your block and then I bleed it (Yeah),0
"Your back against the wall, this is all you've been talking about",1
"Curren$y, Winning",1
"Said, ""A hundred thousand,"" so I dropped it all",0
"I get a bag, then double it (Double it)",0
Told 'em I'd get you back,0
"This is my last hurrah, once I start",1
Quavo! Eu sou aquele que acerta sempre aquele ponto (Acerta),0
Thinkin' you could live without me,1
"If he run, blow his back down",0
'Cause I found you,1
This a celly (Ha),0
"When our momma sang us to sleep, but now we're stressed out",1
"It's okay, he already in my DMs",0
"Beast mode, that's how I give it up, n****",0
"I really hope that you understand, it's like",1
"Or we do that later on, now we lit like cigarettes",0
Smoke and mirrors keep us waitin' on a miracle,1
"Man, my life so sweet, I feel like Cody (Cody)",0
"Whenever, wherever, OVO will always be together like Shakira",0
I'm the trap Selena,0
Made a lot of mistakes I wish I knew how to erase,0
"She thought it was the ocean, it's just the pool",0
We only ever really visit friends,1
"No Netflix and chill, that's dead",1
"If you treat me right, baby, I'll give you everything",0
"So stop wasting all my time, messing with my mind",1
"Fack, fack on everyone",0
Down Southside by the 'jects,0
Took the rap game and I milked it (Yeah),0
You need to let it go,1
"But I know that I'm never, ever gonna change",1
"On a light day, I keep me a honey bun (One hundred)",0
"Work, work, work",1
Just you in the grotto,1
You know you're gonna wake up in his bed in the morning,1
Don't fall on my fate,0
Strawberry lingerie,0
Type of money you gon' need a bank,0
"I been hungry, I ain't got no oven (Bop, bop, brrrap, brap)",0
(Bang my head against the wall),1
"Where their booty's like ""Bang!"" (heh, heh)",1
"Feelin' cool in my youth, relaxin'",1
I do what it takes,1
"And through my phone I'm scrollin', bang my line (Bang my line)",0
I don't know why I cry,1
Love my friends to death,1
Best make me believe it (Best make me believe it),1
"Drop it down low, drop it down low",1
Now look at where we at,0
She got 1988 Mariah Carey hair,1
Shawty look good in the moonlight,0
"Your body is a blessing, oh",1
Got a reputation for yourself now,1
"I made it on my own, they said I'd be in jail or dead",0
"I opened up 'bout my pain, now I regret it",0
"Guaranteed I can blow your mind, hey!",1
"New city, streets, and cabs",1
"I'll give you everything you need (everything you need, yeah)",1
"Hoppin' out the jet, Lears (Lear)",0
And that's okay,1
"All this gold on a b****, I feel like I'm Slick Rick",0
"My ex b****, you can have that there",0
"When enough time pa**, then you blast",0
I think y'all got your story screwed up (Yeah),0
"But I love it, but I love it, oh",1
"Who's taking you home, home, home, home",1
My peers are a talented group,0
And I swear that is a fact (Fact),0
Pull one at my show 'cause I like fans,0
"Don't show up (Don't show up), don't come out (Don't come out)",1
Heard shawty in love through the grapevine,0
Pray for a glimmer of hope,1
"Gone in the sky, over 20,000 I keep my wifi lit (skrt, skrt)",0
Lay it all on me,1
"Baby, baby, baby, baby, baby, baby, baby, yeah",0
So give you all my thoughts for free (Yeah),1
A multitude of homies who would bounce for no good excuse,0
"Private status, tryna land the jet at Magic (How you goin', it's lit)",0
"I ain't rich yet, but you know I ain't broke, I (I ain't broke, I)",1
"Hey yeah, hey yeah",1
Now don't go wasting my precious time,1
"No, we don't wanna",0
This is my fight song (Hey!),1
Then a storm came in and saved my life,0
"Tell me how you want it, yeah",0
"I just went up in my price (My price, ayy)",0
I bought her the Lambo she bought me the Wraith (Swappin'),0
It's a problem with the whole way of life,0
Up on this mic when we're on it (Yah),0
Well I know when you're around 'cause I know the sound,1
"Coldplay, Hymn For the Weekend",1
What's happening?,0
"Now you run around with him, and him, and him",0
"Broke a fingernail and then some, mmm",1
"I put it in her face, she say she like that, yeah (Brr), she call me",0
Had a duffle bag with a few thangs,0
Deja de actuar como si hubieses estado conmigo todo este tiempo,0
"Shut your d*** mouth 'fore you drop, n**** (Drop n****)",0
And I don't want you to see nobody,1
Maybe I can give you chills too,0
Gotta blame it on the Goose,1
And popping pills due to chronic anxiety,0
You'll be all out of love in the end,0
"50 Cent, I'm in the club (Hey)",0
Making the bricks take a bath (woo),0
"(Ayy, ayy, ayy, ayy)",0
"b**** try to rob, we make her dance, Michael Jackson (Skrrt)",0
"b**** n****s always jackin' Blood, but I know they fu",0
"Stutter steppin', got a Hall of Fame in all my posters",0
"One, two, three, four of your friends",0
I gotta trust my lonely,1
Everything that you seein' right now if it wasn't live action,0
"I just wanna go back, back to 1999",1
We the Best Music!,1
"I got murder on my mind, I got murder on my mind",0
